|dates|Butler_Alabama_UnitedStates.JHU_ConfirmedCases.data|Butler_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Butler_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|391.0|0|13.0|0|0.0|0
0|2020-05-28|391.0|0|13.0|0|0.0|0
0|2020-05-29|391.0|0|13.0|0|0.0|0
0|2020-05-30|391.0|0|13.0|0|0.0|0
