|dates|Houston_Georgia_UnitedStates.JHU_ConfirmedCases.data|Houston_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Houston_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Houston_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Houston_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Houston_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|343.0|0|16.0|0|0.0|0
0|2020-05-25|349.0|0|16.0|0|0.0|0
0|2020-05-26|349.0|0|16.0|0|0.0|0
