|dates|Eaton_Michigan_UnitedStates.JHU_ConfirmedCases.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Eaton_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Eaton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|161.0|0|6.0|0|0.0|0
0|2020-05-15|162.0|0|6.0|0|0.0|0
0|2020-05-16|162.0|0|6.0|0|0.0|0
