|dates|Gaines_Texas_UnitedStates.JHU_ConfirmedCases.data|Gaines_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gaines_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gaines_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gaines_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gaines_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|5.0|0|0.0|0|0.0|0
0|2020-05-16|5.0|0|0.0|0|0.0|0
