|dates|Holmes_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Holmes_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Holmes_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Holmes_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Holmes_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Holmes_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|293.0|0|20.0|0|0.0|0
0|2020-05-18|298.0|0|20.0|0|0.0|0
0|2020-05-19|310.0|0|20.0|0|0.0|0
0|2020-05-20|320.0|0|21.0|0|0.0|0
0|2020-05-21|333.0|0|21.0|0|0.0|0
0|2020-05-22|343.0|0|22.0|0|0.0|0
0|2020-05-23|343.0|0|22.0|0|0.0|0
