|dates|Livingston_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Livingston_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Livingston_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Livingston_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Livingston_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Livingston_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|403.0|0|27.0|0|0.0|0
0|2020-05-28|403.0|0|27.0|0|0.0|0
0|2020-05-29|403.0|0|27.0|0|0.0|0
0|2020-05-30|403.0|0|27.0|0|0.0|0
