|dates|Davis_Utah_UnitedStates.JHU_ConfirmedCases.data|Davis_Utah_UnitedStates.JHU_ConfirmedCases.missing|Davis_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Davis_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Davis_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Davis_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|368.0|0|2.0|0|0.0|0
0|2020-05-18|370.0|0|2.0|0|0.0|0
0|2020-05-19|373.0|0|2.0|0|0.0|0
0|2020-05-20|386.0|0|2.0|0|0.0|0
0|2020-05-21|396.0|0|2.0|0|0.0|0
0|2020-05-22|401.0|0|2.0|0|0.0|0
0|2020-05-23|401.0|0|2.0|0|0.0|0
