|dates|Crawford_Georgia_UnitedStates.JHU_ConfirmedCases.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Crawford_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Crawford_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Crawford_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19.0|0|0.0|0|0.0|0
0|2020-05-15|19.0|0|0.0|0|0.0|0
0|2020-05-16|19.0|0|0.0|0|0.0|0
