|dates|Sac_Iowa_UnitedStates.JHU_ConfirmedCases.data|Sac_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Sac_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Sac_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Sac_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Sac_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
