|dates|Johnson_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Johnson_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|15.0|0|1.0|0|0.0|0
0|2020-05-15|15.0|0|1.0|0|0.0|0
0|2020-05-16|15.0|0|1.0|0|0.0|0
