|dates|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|1.0|0|0.0|0
0|2020-05-18|24.0|0|1.0|0|0.0|0
0|2020-05-19|24.0|0|1.0|0|0.0|0
0|2020-05-20|27.0|0|1.0|0|0.0|0
0|2020-05-21|27.0|0|1.0|0|0.0|0
0|2020-05-22|27.0|0|1.0|0|0.0|0
0|2020-05-23|27.0|0|1.0|0|0.0|0
