|dates|Wapello_Iowa_UnitedStates.JHU_ConfirmedCases.data|Wapello_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Wapello_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Wapello_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Wapello_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Wapello_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|379.0|0|2.0|0|0.0|0
0|2020-05-18|396.0|0|2.0|0|0.0|0
0|2020-05-19|405.0|0|2.0|0|0.0|0
0|2020-05-20|417.0|0|3.0|0|0.0|0
0|2020-05-21|450.0|0|3.0|0|0.0|0
0|2020-05-22|462.0|0|3.0|0|0.0|0
0|2020-05-23|462.0|0|3.0|0|0.0|0
