|dates|Wharton_Texas_UnitedStates.JHU_ConfirmedCases.data|Wharton_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wharton_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wharton_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wharton_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wharton_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|45.0|0|0.0|0|0.0|0
0|2020-05-25|50.0|0|0.0|0|0.0|0
0|2020-05-26|50.0|0|0.0|0|0.0|0
