|dates|Andrews_Texas_UnitedStates.JHU_ConfirmedCases.data|Andrews_Texas_UnitedStates.JHU_ConfirmedCases.missing|Andrews_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Andrews_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Andrews_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Andrews_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|27.0|0|0.0|0|0.0|0
0|2020-05-28|27.0|0|0.0|0|0.0|0
0|2020-05-29|27.0|0|0.0|0|0.0|0
0|2020-05-30|27.0|0|0.0|0|0.0|0
