|dates|Jasper_Georgia_UnitedStates.JHU_ConfirmedCases.data|Jasper_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|26.0|0|0.0|0|0.0|0
0|2020-05-15|26.0|0|0.0|0|0.0|0
0|2020-05-16|26.0|0|0.0|0|0.0|0
