|dates|McDonald_Missouri_UnitedStates.JHU_ConfirmedCases.data|McDonald_Missouri_UnitedStates.JHU_ConfirmedCases.missing|McDonald_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|McDonald_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|McDonald_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|McDonald_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|6.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
