|dates|Floyd_Indiana_UnitedStates.JHU_ConfirmedCases.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Floyd_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Floyd_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Floyd_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|250.0|0|32.0|0|0.0|0
0|2020-05-15|254.0|0|32.0|0|0.0|0
0|2020-05-16|254.0|0|32.0|0|0.0|0
