|dates|Gallia_Ohio_UnitedStates.JHU_ConfirmedCases.data|Gallia_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Gallia_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Gallia_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Gallia_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Gallia_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|6.0|0|1.0|0|0.0|0
0|2020-05-15|6.0|0|1.0|0|0.0|0
0|2020-05-16|6.0|0|1.0|0|0.0|0
