|dates|McDowell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|McDowell_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|McDowell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|McDowell_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|McDowell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|McDowell_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|52.0|0|1.0|0|0.0|0
0|2020-05-28|52.0|0|1.0|0|0.0|0
0|2020-05-29|52.0|0|1.0|0|0.0|0
0|2020-05-30|52.0|0|1.0|0|0.0|0
