|dates|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Kenton_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|444.0|0|30.0|0|0.0|0
0|2020-05-18|472.0|0|30.0|0|0.0|0
0|2020-05-19|479.0|0|32.0|0|0.0|0
0|2020-05-20|486.0|0|32.0|0|0.0|0
0|2020-05-21|503.0|0|32.0|0|0.0|0
0|2020-05-22|520.0|0|32.0|0|0.0|0
0|2020-05-23|520.0|0|32.0|0|0.0|0
