|dates|Wayne_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Wayne_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4.0|0|0.0|0|0.0|0
0|2020-05-18|4.0|0|0.0|0|0.0|0
0|2020-05-19|4.0|0|0.0|0|0.0|0
0|2020-05-20|4.0|0|0.0|0|0.0|0
0|2020-05-21|7.0|0|0.0|0|0.0|0
0|2020-05-22|7.0|0|0.0|0|0.0|0
0|2020-05-23|7.0|0|0.0|0|0.0|0
