|dates|Monroe_Florida_UnitedStates.JHU_ConfirmedCases.data|Monroe_Florida_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|107.0|0|4.0|0|0.0|0
0|2020-05-28|107.0|0|4.0|0|0.0|0
0|2020-05-29|107.0|0|4.0|0|0.0|0
0|2020-05-30|107.0|0|4.0|0|0.0|0
