|dates|Iron_Michigan_UnitedStates.JHU_ConfirmedCases.data|Iron_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Iron_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Iron_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Iron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Iron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44451.0|0|4183.0|0|0.0|0
0|2020-05-18|44451.0|0|4183.0|0|0.0|0
0|2020-05-19|44451.0|0|4183.0|0|0.0|0
0|2020-05-20|44451.0|0|4183.0|0|0.0|0
0|2020-05-21|44451.0|0|4183.0|0|0.0|0
0|2020-05-22|44451.0|0|4183.0|0|0.0|0
0|2020-05-23|44451.0|0|4183.0|0|0.0|0
