|dates|Juneau_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Juneau_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Juneau_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Juneau_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Juneau_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Juneau_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|21.0|0|1.0|0|0.0|0
0|2020-05-18|22.0|0|1.0|0|0.0|0
0|2020-05-19|22.0|0|1.0|0|0.0|0
0|2020-05-20|22.0|0|1.0|0|0.0|0
0|2020-05-21|22.0|0|1.0|0|0.0|0
0|2020-05-22|22.0|0|1.0|0|0.0|0
0|2020-05-23|22.0|0|1.0|0|0.0|0
