|dates|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|60.0|0|2.0|0|0.0|0
0|2020-05-18|61.0|0|2.0|0|0.0|0
0|2020-05-19|62.0|0|2.0|0|0.0|0
0|2020-05-20|62.0|0|2.0|0|0.0|0
0|2020-05-21|67.0|0|2.0|0|0.0|0
0|2020-05-22|75.0|0|3.0|0|0.0|0
0|2020-05-23|75.0|0|3.0|0|0.0|0
