|dates|Cherokee_Iowa_UnitedStates.JHU_ConfirmedCases.data|Cherokee_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|6.0|0|0.0|0|0.0|0
0|2020-05-15|8.0|0|0.0|0|0.0|0
0|2020-05-16|8.0|0|0.0|0|0.0|0
