|dates|Chattooga_Georgia_UnitedStates.JHU_ConfirmedCases.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Chattooga_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Chattooga_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Chattooga_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|24.0|0|2.0|0|0.0|0
0|2020-05-25|24.0|0|2.0|0|0.0|0
0|2020-05-26|24.0|0|2.0|0|0.0|0
