|dates|McCracken_Kentucky_UnitedStates.JHU_ConfirmedCases.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|McCracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|McCracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|McCracken_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|81.0|0|2.0|0|0.0|0
0|2020-05-18|85.0|0|2.0|0|0.0|0
0|2020-05-19|85.0|0|2.0|0|0.0|0
0|2020-05-20|85.0|0|2.0|0|0.0|0
0|2020-05-21|85.0|0|2.0|0|0.0|0
0|2020-05-22|85.0|0|2.0|0|0.0|0
0|2020-05-23|85.0|0|2.0|0|0.0|0
