|dates|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedCases.data|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Chesapeake_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|472.0|0|14.0|0|0.0|0
0|2020-05-28|472.0|0|14.0|0|0.0|0
0|2020-05-29|472.0|0|14.0|0|0.0|0
0|2020-05-30|472.0|0|14.0|0|0.0|0
