|dates|McDonough_Illinois_UnitedStates.JHU_ConfirmedCases.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedCases.missing|McDonough_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|McDonough_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|McDonough_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|83.0|0|7.0|0|0.0|0
0|2020-05-28|83.0|0|7.0|0|0.0|0
0|2020-05-29|83.0|0|7.0|0|0.0|0
0|2020-05-30|83.0|0|7.0|0|0.0|0
