|dates|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Sherburne_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|219.0|0|2.0|0|0.0|0
0|2020-05-28|219.0|0|2.0|0|0.0|0
0|2020-05-29|219.0|0|2.0|0|0.0|0
0|2020-05-30|219.0|0|2.0|0|0.0|0
