|dates|Pulaski_Missouri_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|33.0|0|1.0|0|0.0|0
0|2020-05-25|33.0|0|1.0|0|0.0|0
0|2020-05-26|33.0|0|1.0|0|0.0|0
