|dates|Union_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Union_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Union_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Union_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|53.0|0|1.0|0|0.0|0
0|2020-05-25|54.0|0|1.0|0|0.0|0
0|2020-05-26|54.0|0|1.0|0|0.0|0
