|dates|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedCases.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedCases.missing|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|BlackHawk_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1713.0|0|43.0|0|0.0|0
0|2020-05-28|1713.0|0|43.0|0|0.0|0
0|2020-05-29|1713.0|0|43.0|0|0.0|0
0|2020-05-30|1713.0|0|43.0|0|0.0|0
