|dates|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Stokes_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|55.0|0|0.0|0|0.0|0
0|2020-05-25|56.0|0|0.0|0|0.0|0
0|2020-05-26|56.0|0|0.0|0|0.0|0
