|dates|Pickens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Pickens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Pickens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Pickens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Pickens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Pickens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|35.0|0|3.0|0|0.0|0
0|2020-05-15|35.0|0|3.0|0|0.0|0
0|2020-05-16|35.0|0|3.0|0|0.0|0
