|dates|LosAngeles_California_UnitedStates.JHU_ConfirmedCases.data|LosAngeles_California_UnitedStates.JHU_ConfirmedCases.missing|LosAngeles_California_UnitedStates.JHU_ConfirmedDeaths.data|LosAngeles_California_UnitedStates.JHU_ConfirmedDeaths.missing|LosAngeles_California_UnitedStates.JHU_ConfirmedRecoveries.data|LosAngeles_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|38011.0|0|1821.0|0|0.0|0
0|2020-05-18|38458.0|0|1840.0|0|0.0|0
0|2020-05-19|39573.0|0|1913.0|0|0.0|0
0|2020-05-20|40895.0|0|1973.0|0|0.0|0
0|2020-05-21|42037.0|0|2016.0|0|0.0|0
0|2020-05-22|43070.0|0|2053.0|0|0.0|0
0|2020-05-23|43070.0|0|2053.0|0|0.0|0
