|dates|Washington_Texas_UnitedStates.JHU_ConfirmedCases.data|Washington_Texas_UnitedStates.JHU_ConfirmedCases.missing|Washington_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|196.0|0|23.0|0|0.0|0
0|2020-05-28|196.0|0|23.0|0|0.0|0
0|2020-05-29|196.0|0|23.0|0|0.0|0
0|2020-05-30|196.0|0|23.0|0|0.0|0
