|dates|Morrow_Oregon_UnitedStates.JHU_ConfirmedCases.data|Morrow_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Morrow_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Morrow_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Morrow_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Morrow_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12.0|0|0.0|0|0.0|0
0|2020-05-15|12.0|0|0.0|0|0.0|0
0|2020-05-16|12.0|0|0.0|0|0.0|0
