|dates|Ellis_Kansas_UnitedStates.JHU_ConfirmedCases.data|Ellis_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Ellis_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Ellis_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ellis_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ellis_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
