|dates|Beaver_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Beaver_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Beaver_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Beaver_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Beaver_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Beaver_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|20.0|0|0.0|0|0.0|0
0|2020-05-15|22.0|0|0.0|0|0.0|0
0|2020-05-16|22.0|0|0.0|0|0.0|0
