|dates|Shelby_Texas_UnitedStates.JHU_ConfirmedCases.data|Shelby_Texas_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|183.0|0|6.0|0|0.0|0
0|2020-05-25|183.0|0|6.0|0|0.0|0
0|2020-05-26|183.0|0|6.0|0|0.0|0
