|dates|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Durham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1379.0|0|46.0|0|0.0|0
0|2020-05-28|1379.0|0|46.0|0|0.0|0
0|2020-05-29|1379.0|0|46.0|0|0.0|0
0|2020-05-30|1379.0|0|46.0|0|0.0|0
