|dates|Butler_Alabama_UnitedStates.JHU_ConfirmedCases.data|Butler_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Butler_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|272.0|0|9.0|0|0.0|0
0|2020-05-18|285.0|0|10.0|0|0.0|0
0|2020-05-19|295.0|0|10.0|0|0.0|0
0|2020-05-20|312.0|0|11.0|0|0.0|0
0|2020-05-21|318.0|0|11.0|0|0.0|0
0|2020-05-22|329.0|0|11.0|0|0.0|0
0|2020-05-23|329.0|0|11.0|0|0.0|0
