|dates|Muhlenberg_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Muhlenberg_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Muhlenberg_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Muhlenberg_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Muhlenberg_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Muhlenberg_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|475.0|0|7.0|0|0.0|0
0|2020-05-28|475.0|0|7.0|0|0.0|0
0|2020-05-29|475.0|0|7.0|0|0.0|0
0|2020-05-30|475.0|0|7.0|0|0.0|0
