|dates|Karnes_Texas_UnitedStates.JHU_ConfirmedCases.data|Karnes_Texas_UnitedStates.JHU_ConfirmedCases.missing|Karnes_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Karnes_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Karnes_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Karnes_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|4.0|0|0.0|0|0.0|0
0|2020-05-25|4.0|0|0.0|0|0.0|0
0|2020-05-26|4.0|0|0.0|0|0.0|0
