|dates|Marshall_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Marshall_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|66.0|0|3.0|0|0.0|0
0|2020-05-18|67.0|0|3.0|0|0.0|0
0|2020-05-19|67.0|0|3.0|0|0.0|0
0|2020-05-20|68.0|0|3.0|0|0.0|0
0|2020-05-21|68.0|0|3.0|0|0.0|0
0|2020-05-22|68.0|0|3.0|0|0.0|0
0|2020-05-23|68.0|0|3.0|0|0.0|0
