|dates|Yuma_Arizona_UnitedStates.JHU_ConfirmedCases.data|Yuma_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Yuma_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Yuma_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Yuma_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Yuma_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|838.0|0|13.0|0|0.0|0
0|2020-05-28|838.0|0|13.0|0|0.0|0
0|2020-05-29|838.0|0|13.0|0|0.0|0
0|2020-05-30|838.0|0|13.0|0|0.0|0
