|dates|Costilla_Colorado_UnitedStates.JHU_ConfirmedCases.data|Costilla_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Costilla_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Costilla_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Costilla_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Costilla_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
