|dates|Houston_Alabama_UnitedStates.JHU_ConfirmedCases.data|Houston_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Houston_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Houston_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Houston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Houston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|185.0|0|4.0|0|0.0|0
0|2020-05-28|185.0|0|4.0|0|0.0|0
0|2020-05-29|185.0|0|4.0|0|0.0|0
0|2020-05-30|185.0|0|4.0|0|0.0|0
