|dates|Chisago_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Chisago_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Chisago_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Chisago_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|1.0|0|0.0|0
0|2020-05-18|37.0|0|1.0|0|0.0|0
0|2020-05-19|38.0|0|1.0|0|0.0|0
0|2020-05-20|38.0|0|1.0|0|0.0|0
0|2020-05-21|39.0|0|1.0|0|0.0|0
0|2020-05-22|41.0|0|1.0|0|0.0|0
0|2020-05-23|41.0|0|1.0|0|0.0|0
