|dates|Jackson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jackson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|327.0|0|1.0|0|0.0|0
0|2020-05-18|332.0|0|1.0|0|0.0|0
0|2020-05-19|336.0|0|1.0|0|0.0|0
0|2020-05-20|338.0|0|1.0|0|0.0|0
0|2020-05-21|345.0|0|1.0|0|0.0|0
0|2020-05-22|351.0|0|1.0|0|0.0|0
0|2020-05-23|351.0|0|1.0|0|0.0|0
