|dates|Lake_Indiana_UnitedStates.JHU_ConfirmedCases.data|Lake_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Lake_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2843.0|0|140.0|0|0.0|0
0|2020-05-18|2886.0|0|140.0|0|0.0|0
0|2020-05-19|2946.0|0|144.0|0|0.0|0
0|2020-05-20|3024.0|0|149.0|0|0.0|0
0|2020-05-21|3087.0|0|162.0|0|0.0|0
0|2020-05-22|3128.0|0|166.0|0|0.0|0
0|2020-05-23|3128.0|0|166.0|0|0.0|0
