|dates|Island_Washington_UnitedStates.JHU_ConfirmedCases.data|Island_Washington_UnitedStates.JHU_ConfirmedCases.missing|Island_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Island_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Island_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Island_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|177.0|0|11.0|0|0.0|0
0|2020-05-28|177.0|0|11.0|0|0.0|0
0|2020-05-29|177.0|0|11.0|0|0.0|0
0|2020-05-30|177.0|0|11.0|0|0.0|0
