|dates|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedCases.data|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Cattaraugus_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|82.0|0|0.0|0|0.0|0
0|2020-05-28|82.0|0|0.0|0|0.0|0
0|2020-05-29|82.0|0|0.0|0|0.0|0
0|2020-05-30|82.0|0|0.0|0|0.0|0
