|dates|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|420.0|0|30.0|0|0.0|0
0|2020-05-18|432.0|0|30.0|0|0.0|0
0|2020-05-19|438.0|0|31.0|0|0.0|0
0|2020-05-20|448.0|0|31.0|0|0.0|0
0|2020-05-21|452.0|0|33.0|0|0.0|0
0|2020-05-22|456.0|0|33.0|0|0.0|0
0|2020-05-23|456.0|0|33.0|0|0.0|0
