|dates|Clark_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Clark_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Clark_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Clark_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|4.0|0|0.0|0
0|2020-05-18|28.0|0|4.0|0|0.0|0
0|2020-05-19|29.0|0|4.0|0|0.0|0
0|2020-05-20|30.0|0|4.0|0|0.0|0
0|2020-05-21|29.0|0|4.0|0|0.0|0
0|2020-05-22|28.0|0|4.0|0|0.0|0
0|2020-05-23|28.0|0|4.0|0|0.0|0
