|dates|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedCases.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedCases.missing|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedDeaths.missing|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.data|Newport_RhodeIsland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|228.0|0|0.0|0|0.0|0
0|2020-05-25|228.0|0|0.0|0|0.0|0
0|2020-05-26|228.0|0|0.0|0|0.0|0
