|dates|Denali_Alaska_UnitedStates.JHU_ConfirmedCases.data|Denali_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Denali_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Denali_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Denali_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Denali_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|373.0|0|9.0|0|0.0|0
0|2020-05-15|373.0|0|9.0|0|0.0|0
0|2020-05-16|373.0|0|9.0|0|0.0|0
