|dates|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|100.0|0|16.0|0|0.0|0
0|2020-05-28|100.0|0|16.0|0|0.0|0
0|2020-05-29|100.0|0|16.0|0|0.0|0
0|2020-05-30|100.0|0|16.0|0|0.0|0
