|dates|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedCases.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|MilleLacs_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|10.0|0|1.0|0|0.0|0
0|2020-05-18|12.0|0|1.0|0|0.0|0
0|2020-05-19|13.0|0|1.0|0|0.0|0
0|2020-05-20|15.0|0|1.0|0|0.0|0
0|2020-05-21|14.0|0|1.0|0|0.0|0
0|2020-05-22|15.0|0|1.0|0|0.0|0
0|2020-05-23|15.0|0|1.0|0|0.0|0
