|dates|Seward_Kansas_UnitedStates.JHU_ConfirmedCases.data|Seward_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Seward_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Seward_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Seward_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Seward_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|758.0|0|1.0|0|0.0|0
0|2020-05-18|780.0|0|1.0|0|0.0|0
0|2020-05-19|780.0|0|1.0|0|0.0|0
0|2020-05-20|810.0|0|1.0|0|0.0|0
0|2020-05-21|817.0|0|1.0|0|0.0|0
0|2020-05-22|821.0|0|1.0|0|0.0|0
0|2020-05-23|821.0|0|1.0|0|0.0|0
