|dates|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|461.0|0|6.0|0|0.0|0
0|2020-05-25|474.0|0|6.0|0|0.0|0
0|2020-05-26|474.0|0|6.0|0|0.0|0
