|dates|Medina_Ohio_UnitedStates.JHU_ConfirmedCases.data|Medina_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Medina_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Medina_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Medina_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Medina_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|310.0|0|20.0|0|0.0|0
0|2020-05-28|310.0|0|20.0|0|0.0|0
0|2020-05-29|310.0|0|20.0|0|0.0|0
0|2020-05-30|310.0|0|20.0|0|0.0|0
